BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,126,,A3,8 ROGERS PLACE,,10312,1,0,1,"10,200","6,171",1989,1,A3,"1,590,000",10/31/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6242,20,,A2,36 MOSELY AVENUE,,10312,1,0,1,"5,500",859,1920,1,A2,"960,000",9/7/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,55,,A1,57 MOSELY AVENUE,,10312,1,0,1,"5,500","1,028",1920,1,A1,"500,000",12/16/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,145,,A1,22 HILLIS STREET,,10312,1,0,1,"4,905","2,739",1960,1,A1,"850,000",12/9/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,245,,A1,19 FURMAN STREET,,10312,1,0,1,"4,000","2,224",1970,1,A1,"665,000",5/25/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,262,,A1,49 FURMAN STREET,,10312,1,0,1,"4,000","1,910",2012,1,A1,"1,120,000",6/7/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6246,36,,A1,16 FURMAN STREET,,10312,1,0,1,"10,600","2,404",1978,1,A1,0,11/12/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,37,,A1,1033 ANNADALE ROAD,,10312,1,0,1,"4,470","1,578",1925,1,A1,0,1/26/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,207,,A1,1014 ANNADALE ROAD,,10312,1,0,1,"33,530","2,324",1955,1,A1,"2,525,000",2/9/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,235,,A2,108 NORTH PINE TERRACE,,10312,1,0,1,"4,000","2,008",1965,1,A2,0,6/2/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,416,,A2,918 ANNADALE ROAD,,10312,1,0,1,"4,715","1,575",1965,1,A2,0,3/1/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,80,,A5,109 BENNETT AVENUE,,10312,1,0,1,"3,283","1,344",1970,1,A5,0,7/22/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,12,,A2,32 BUFFINGTON AVENUE,,10312,1,0,1,"8,400","1,897",1974,1,A2,"800,000",12/20/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,19,,A0,230 IONIA AVENUE,,10312,1,0,1,"8,000","1,600",1960,1,A0,"760,000",12/9/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,48,,A1,275 SHELDON AVENUE,,10312,1,0,1,"3,720","1,728",2000,1,A1,"820,000",2/8/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,75,,A5,329 SHELDON AVENUE,,10312,1,0,1,"2,565","1,390",2002,1,A5,"825,000",8/11/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,57,,A1,205 SINCLAIR AVENUE,,10312,1,0,1,"4,000","1,888",1955,1,A1,0,1/11/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,66,,A2,223 SINCLAIR AVENUE,,10312,1,0,1,"4,200","1,864",1965,1,A2,"835,000",8/15/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6271,15,,A1,472 JEFFERSON BOULEVARD,,10312,1,0,1,"3,840","1,968",1940,1,A1,0,6/9/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6273,27,,A2,327 CROWN AVENUE,,10312,1,0,1,"6,000","1,220",1950,1,A2,0,6/24/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6277,51,,A1,117 ALBEE AVENUE,,10312,1,0,1,"4,440","2,176",1986,1,A1,0,4/4/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6297,49,,A2,467 IONIA AVENUE,,10312,1,0,1,"4,000","1,125",1970,1,A2,"840,000",6/13/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,19,,A2,84 RAMONA AVENUE,,10312,1,0,1,"4,000","1,932",1975,1,A2,"750,000",12/19/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,34,,A2,194 HEENAN AVE,,10312,1,0,1,"4,000","1,932",1975,1,A2,"750,000",12/7/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,34,,A2,194 HEENAN AVENUE,,10312,1,0,1,"4,000","1,932",1975,1,A2,0,3/7/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,70,,A2,267 DELMAR AVENUE,,10312,1,0,1,"5,000","2,220",1976,1,A2,"799,000",2/9/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6299,25,,A2,388 RATHBUN AVENUE,,10312,1,0,1,"4,000","1,968",1969,1,A2,"555,000",12/14/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6301,71,,A2,480 SHELDON AVENUE,,10312,1,0,1,"4,000","1,890",1970,1,A2,0,11/21/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6303,4,,A2,394 STAFFORD AVENUE,,10312,1,0,1,"12,000","2,520",1980,1,A2,"995,000",4/12/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6304,19,,A3,394 VINELAND AVENUE,,10312,1,0,1,"8,500","3,600",1992,1,A3,"1,631,000",10/11/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,24,,A2,137 DOWNES AVENUE,,10312,1,0,1,"4,000","1,125",1965,1,A2,0,8/18/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,31,,A1,123 PEARE PLACE,,10312,1,0,1,"6,500","2,530",1983,1,A1,0,11/3/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,31,,A1,123 PEARE PLACE,,10312,1,0,1,"6,500","2,530",1983,1,A1,"1,125,000",4/22/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,12,,A3,116 RYAN PLACE,,10312,1,0,1,"8,000","4,640",1988,1,A3,0,11/10/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6357,33,,A1,12 BENNETT PLACE,,10312,1,0,1,"12,000","8,232",1988,1,A1,"1,350,000",12/12/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6357,40,,A1,24 BENNETT PLACE,,10312,1,0,1,"12,000","5,928",1985,1,A1,0,4/23/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6357,40,,A1,24 BENNETT PLACE,,10312,1,0,1,"12,000","5,928",1985,1,A1,"1,575,000",2/8/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6359,10,,A1,51 RYAN PLACE,,10312,1,0,1,"6,000","2,500",1984,1,A1,"1,315,000",11/22/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6360,15,,A3,611 BARCLAY AVENUE,,10312,1,0,1,"8,005","4,784",1945,1,A3,0,7/15/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,14,,A1,227 KINGHORN STREET,,10312,1,0,1,"6,675","2,282",1984,1,A1,"910,000",9/23/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,30,,A1,203 KINGHORN ST,,10312,1,0,1,"7,070","2,576",1983,1,A1,"1,050,000",5/16/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,79,,A1,170 LENZIE STREET,,10312,1,0,1,"5,570","3,700",2003,1,A1,0,12/19/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6363,20,,A1,300 SHIRLEY AVENUE,,10312,1,0,1,"6,000","2,520",1955,1,A1,"999,999",9/8/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,12,,A3,39 TYNDALE STREET,,10312,1,0,1,"9,000","3,960",1990,1,A3,0,2/14/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,84,,A1,23 TYNDALE STREET,,10312,1,0,1,"11,000","3,600",1996,1,A1,0,9/7/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,84,,A1,23 TYNDALE STREET,,10312,1,0,1,"11,000","3,600",1996,1,A1,"1,952,799",7/27/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,144,,A1,20 TYNDALE STREET,,10312,1,0,1,"11,105","4,484",1988,1,A1,0,10/24/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6366,12,,A1,398 SHIRLEY AVENUE,,10312,1,0,1,"6,000","2,880",1987,1,A1,0,6/7/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,5,,A1,463 BARCLAY AVENUE,,10312,1,0,1,"6,000","2,500",1970,1,A1,0,3/8/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,14,,A9,152 JANSEN STREET,,10312,1,0,1,"6,250","2,158",1970,1,A9,"990,000",8/5/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,,A1,260 HOLDRIDGE AVENUE,,10312,1,0,1,"7,760","2,343",1970,1,A1,0,1/6/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,57,,A3,131 WEAVER STREET,,10312,1,0,1,"10,100","2,240",1970,1,A3,"960,000",10/5/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,29,,A1,114 TALLMAN,,10312,1,0,1,"4,000","2,720",1990,1,A1,0,10/11/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6394,11,,A1,24 THIRD COURT,,10312,1,0,1,"8,400","3,000",1988,1,A1,"1,515,000",12/19/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6401,49,,A1,596 BARCLAY AVENUE,,10312,1,0,1,"4,003","2,500",1996,1,A1,"950,000",6/30/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6401,54,,A1,604 BARCLAY AVENUE,,10312,1,0,1,"5,000","2,520",1999,1,A1,0,12/15/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,52,,A1,264 TALLMAN STREET,,10312,1,0,1,"5,650","2,502",1990,1,A1,"100,000",7/21/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6421,74,,A1,236 TALLMAN STREET,,10312,1,0,1,"8,000","2,600",1980,1,A1,"1,142,000",3/23/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,18,,A1,240 BARCLAY AVENUE,,10312,1,0,1,"4,000","1,776",1975,1,A1,"700,000",7/1/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6425,40,,A1,76 RAE AVENUE,,10312,1,0,1,"4,000","1,278",1935,1,A1,"600,000",6/3/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,2,,A1,40 ZEPHYR AVENUE,,10312,1,0,1,"6,580","1,584",1965,1,A1,"915,000",4/21/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6456,42,,A1,429 BERTRAM AVENUE,,10312,1,0,1,"11,340","3,350",1997,1,A1,0,2/23/2023
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6459,8,,A1,288 POILLON AVENUE,,10312,1,0,1,"4,000","2,744",1987,1,A1,0,8/31/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6460,4,,A1,22 ALLEGRO STREET,,10312,1,0,1,"5,080","2,688",1998,1,A1,"1,068,888",10/20/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6461,45,,A1,45 ALLEGRO STREET,,10312,1,0,1,"3,821","2,161",2018,1,A1,0,7/26/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6469,75,,A2,40 POILLON AVENUE,,10312,1,0,1,"10,320","1,616",1955,1,A2,"825,000",11/2/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6474,31,,A1,11 PHILIP AVENUE,,10312,1,0,1,"6,000","1,792",1975,1,A1,"825,000",4/13/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,70,,A1,5 NICOLOSI DRIVE,,10312,1,0,1,"12,500","4,000",1992,1,A1,"2,250,000",7/1/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,160,,A3,165 NICOLOSI DRIVE,,10312,1,0,1,"20,280","6,000",2001,1,A3,"2,025,000",10/13/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,300,,A3,55 NICOLOSI DRIVE,,10312,1,0,1,"10,300","5,104",1989,1,A3,"2,585,000",11/18/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,530,,A5,5198 HYLAN BOULEVARD,,10312,1,0,1,"2,151","1,414",2011,1,A5,"820,000",5/6/2022
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6523,51,,A2,63 ARBUTUS AVENUE,,10312,1,0,1,"20,700","1,008",1950,1,A2,"937,500",9/23/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,14,,B9,172 BATHGATE STREET,,10312,2,0,2,"2,425","1,650",1996,1,B9,"800,000",4/21/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,21,,B9,160 BATHGATE STREET,,10312,2,0,2,"3,050","1,492",1995,1,B9,"785,000",11/15/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,96,,B9,47 SEGUINE PLACE,,10312,2,0,2,"3,250","1,804",1986,1,B9,0,5/27/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,98,,B9,55 SEGUINE PLACE,,10312,2,0,2,"3,250","1,804",1986,1,B9,"650,000",11/9/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,26,,B9,211 MOSELY AVENUE,,10312,2,0,2,"2,444","1,592",2007,1,B9,"690,000",2/15/2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,81,,B9,165 MOSELY AVENUE,,10312,2,0,2,"3,250","2,008",1986,1,B9,"870,000",9/12/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,27,,B9,92 JEANNETTE AVENUE,,10312,2,0,2,"3,000","1,548",2005,1,B9,"899,000",12/20/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,36,,B9,47 LUCY LOOP,,10312,2,0,2,"2,870","1,500",2000,1,B9,"706,000",4/11/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,38,,B2,58 EAGAN AVENUE,,10312,2,0,2,"5,000","3,300",1989,1,B2,"1,180,000",7/13/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6221,59,,B2,19 JEANNETTE AVENUE,,10312,2,0,2,"4,432","2,650",2013,1,B2,"1,175,000",11/8/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,26,,B9,38 JEANNETTE AVENUE,,10312,2,0,2,"2,825","1,600",2004,1,B9,0,4/1/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,49,,B2,25 LORRAINE AVENUE,,10312,2,0,2,"4,000","2,550",2015,1,B2,"1,110,000",7/22/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6227,17,,B2,178 DETROIT AVENUE,,10312,2,0,2,"12,010","3,617",1920,1,B2,"999,000",8/3/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1B,6233,17,,V0,224 RENSSELAER AVENUE,,10312,0,0,0,"8,000",0,1980,1,B2,0,8/11/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,19,,B2,150 SINCLAIR AVENUE,,10312,2,0,2,"4,000","2,500",2020,1,B2,"499,000",6/28/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6235,60,,B2,205 SHELDON AVENUE,,10312,2,0,2,"7,000","3,600",2001,1,B2,0,2/21/2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6240,7,,B2,20 SUMMIT PLACE,,10312,2,0,2,"10,000","2,511",1975,1,B2,"625,000",9/1/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6242,50,,B2,59 SUMMIT PLACE,,10312,2,0,2,"4,400","2,250",2000,1,B2,0,5/17/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6242,70,,B2,29 SUMMIT PLACE,,10312,2,0,2,"4,125","2,400",2014,1,B2,"1,255,000",7/27/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6249,15,,B2,5125 AMBOY ROAD,,10312,2,0,2,"4,407","2,508",2004,1,B2,"1,050,000",5/26/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,64,,B2,16 NORTH RAILROAD STREET,,10312,2,0,2,"3,760","2,733",1990,1,B2,"856,000",10/7/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6254,136,,B2,145 SOUTH RAILROAD ST,,10312,2,0,2,"3,600","2,496",2003,1,B2,"885,000",9/7/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6261,61,,B2,241 IONIA AVENUE,,10312,2,0,2,"4,000","3,244",2013,1,B2,"1,050,000",8/22/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6264,15,,B2,242 RATHBUN AVENUE,,10312,2,0,2,"5,960","2,200",1986,1,B2,"985,000",1/23/2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6266,9,,B2,314 SHELDON AVE,,10312,2,0,2,"4,080","2,186",1986,1,B2,0,4/28/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6267,19,,B2,208 SINCLAIR AVENUE,,10312,2,0,2,"4,000","2,156",1992,1,B2,"890,000",7/26/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6268,42,,B2,179 SINCLAIR AVENUE,,10312,2,0,2,"4,000","2,100",2002,1,B2,"1,090,000",9/13/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6276,35,,B2,340 DETROIT AVENUE,,10312,2,0,2,"4,677","3,233",2016,1,B2,0,11/17/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6276,49,,B2,312 DETROIT AVENUE,,10312,2,0,2,"4,000","2,549",1975,1,B2,0,5/10/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6277,33,,B2,337 DETROIT AVENUE,,10312,2,0,2,"6,000","2,782",1975,1,B2,"989,900",6/29/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6277,98,,B2,278 EDGEGROVE AVENUE,,10312,2,0,2,"7,100","2,574",1995,1,B2,0,6/10/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6280,18,,B2,400 EDGEGROVE AVENUE,,10312,2,0,2,"5,960","1,984",1975,1,B2,"845,000",8/15/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6283,28,,B2,331 IONIA AVENUE,,10312,2,0,2,"5,000","2,328",1986,1,B2,0,12/9/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6297,25,,B2,426 LAMONT AVENUE,,10312,2,0,2,"5,000","2,760",2022,1,B1,0,6/29/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6299,71,,B2,237 DELMAR AVENUE,,10312,2,0,2,"4,000","1,850",1985,1,B2,0,10/28/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6300,39,,B1,395 RATHBUN AVENUE,,10312,2,0,2,"12,000","4,552",1986,1,B1,0,10/6/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6349,43,,B2,105 BENNETT PLACE,,10312,2,0,2,"10,000","4,896",1984,1,B2,0,2/17/2023
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6357,64,,B2,4735 HYLAN BOULEVARD,,10312,2,0,2,"3,920","2,450",2000,1,B2,0,5/27/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6359,42,,B2,24 PEARE PLACE,,10312,2,0,2,"4,000","2,000",1980,1,B2,"805,000",4/25/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6359,64,,B2,4787 HYLAN BOULEVARD,,10312,2,0,2,"4,000","2,606",1980,1,B2,0,7/21/2022
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6359,70,,B2,4801 HYLAN BOULEVARD,,10312,2,0,2,"4,040","2,000",1980,1,B2,"862,500",9/30/2022
