BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,141,,A5,1173 SHORE PARKWAY,,11214,1,0,1,"1,661","1,392",1950,1,A5,"843,000",5/19/2022
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,194,,A5,273 BAY 14TH STREET,,11214,1,0,1,"1,795","1,152",1930,1,A5,"990,000",5/16/2022
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,233,,A5,250 BAY 13TH STREET,,11214,1,0,1,"1,648",928,1945,1,A5,0,2/14/2023
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,256,,A5,298 BAY 13TH STREET,,11214,1,0,1,"1,649",928,1945,1,A5,"840,000",6/15/2022
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,274,,A5,259 BAY 13TH STREET,,11214,1,0,1,"1,649",928,1940,1,A5,0,4/8/2022
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,331,,A5,1131 SHORE PARKWAY,,11214,1,0,1,"2,381",986,1945,1,A5,"880,000",7/26/2022
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,20,,S1,8820 20TH AVE,,11214,1,1,2,"2,785","2,034",1944,1,S1,0,9/6/2022
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,78,,A5,232 BAY 23RD STREET,,11214,1,0,1,"1,980","1,320",1945,1,A5,"820,000",11/1/2022
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,83,,A5,244 BAY 23RD STREET,,11214,1,0,1,"6,157","1,320",1945,1,A5,"995,000",7/14/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6357,13,,B1,8649 14TH AVENUE,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,340,000",12/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,3,,B1,77 BAY 7TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,8/12/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,6,,B1,69 BAY 7TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,8/10/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,18,,B1,35 BAY 7TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,12/16/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,46,,B1,38 BAY 8TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,450,000",1/3/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,54,,B1,62 BAY 8TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,10/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,9,,B1,63 BAY 8TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,400,000",6/27/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,23,,B1,31 BAY 8TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,500,000",8/8/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,53,,B1,8636 15TH AVENUE,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,1/6/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,55,,B1,8642 15TH AVENUE,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,250,000",1/5/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,5,,B1,1513 BENSON AVENUE,,11228,2,0,2,"2,142","1,920",1945,1,B1,0,11/11/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,6,,B1,1509 BENSON AVE,,11228,2,0,2,"2,142","1,920",1945,1,B1,0,3/7/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,17,,B3,8657 15TH AVENUE,,11228,2,0,2,"1,547","1,428",1930,1,B3,"950,000",1/27/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,20,,B3,8651 15TH AVENUE,,11228,2,0,2,"1,547","1,428",1930,1,B3,0,8/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,58,,B3,38 BAY 10TH STREET,,11228,2,0,2,"1,547","1,428",1930,1,B3,0,9/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,61,,B3,44 BAY 10TH STREET,,11228,2,0,2,"1,547","1,428",1930,1,B3,0,3/16/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,72,,B3,66 BAY 10TH STREET,,11228,2,0,2,"1,547","1,428",1930,1,B3,0,2/10/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6361,63,,B1,54 BAY 11TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,0,4/28/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6361,67,,B1,66 BAY 11TH STREET,,11228,2,0,2,"2,320","2,160",1930,1,B1,"1,275,000",4/19/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6362,59,,B1,8640 16TH AVENUE,,11214,2,0,2,"2,272","3,135",1935,1,B1,"1,600,000",9/9/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6364,30,,B1,27 BAY 13TH STREET,,11214,2,0,2,"2,167","2,922",1960,1,B1,0,8/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6364,54,,B2,24 BAY 14TH STREET,,11214,2,0,2,"2,753","1,606",1930,1,B2,"880,000",8/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6365,24,,B9,37 BAY 14TH STREET,,11214,2,0,2,"2,763","1,600",1955,1,B9,0,3/21/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6365,59,,B1,8638 17 AVE,,11214,2,0,2,"2,763","2,400",1950,1,B1,"1,548,000",7/11/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6366,16,,B2,8659 17TH AVENUE,,11214,2,0,2,"1,933","2,880",1920,1,B2,"1,120,000",7/26/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6368,23,,B2,21 BAY 17TH STREET,,11214,2,0,2,"2,417","2,688",1905,1,B2,"1,280,000",4/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6368,45,,S2,8634 18TH AVENUE,,11214,2,1,3,"1,933","3,000",1909,1,S2,0,6/1/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,43,,S2,8607 18TH AVENUE,,11214,2,1,3,"1,850","3,480",1908,1,S2,0,1/12/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,43,,S2,8607 18TH AVENUE,,11214,2,1,3,"1,850","3,480",1908,1,S2,0,2/18/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,62,,B1,30 BAY 19TH STREET,,11214,2,0,2,"2,040","2,032",1930,1,B1,"1,268,888",11/10/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,67,,B1,40 BAY 19TH STREET,,11214,2,0,2,"1,890","2,132",1930,1,B1,"1,150,800",3/13/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,90,,B1,100 BAY 19TH STREET,,11214,2,0,2,"1,260",600,1920,1,B1,0,1/30/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6371,14,,B1,91 BAY 20TH STREET,,11214,2,0,2,"1,933","1,460",1899,1,B1,"700,000",6/7/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6371,61,,B3,8624 19TH AVENUE,,11214,2,0,2,"2,417","2,106",1930,1,B3,0,8/18/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,4,,B2,1913 BENSON AVENUE,,11214,2,0,2,"5,663","2,321",1930,1,B2,"1,388,000",10/19/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,21,,B1,8671 19TH AVENUE,,11214,2,0,2,"2,513","2,598",1940,1,B1,"1,430,000",4/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6373,4,,B1,1937 BENSON AVE,,11214,2,0,2,"2,500","2,400",1965,1,B1,"1,425,000",10/18/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6374,64,,S2,8638 20TH AVENUE,,11214,2,1,3,"4,060","2,819",1920,1,S2,0,4/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6376,6,,B2,79 BAY 25TH STREET,,11214,2,0,2,"5,800","3,203",1925,1,B2,"2,060,000",1/17/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6391,13,,B9,8753 14TH AVENUE,,11228,2,0,2,"2,127","1,701",1950,1,B9,"1,110,000",9/13/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6391,67,,B3,142 BAY 7TH STREET,,11228,2,0,2,"1,933","1,446",1915,1,B3,0,11/9/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,7,,B3,1457 BATH AVENUE,,11228,2,0,2,"1,933","1,410",1920,1,B3,"975,000",6/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,10,,B3,1449 BATH AVENUE,,11228,2,0,2,"1,933","1,410",1920,1,B3,0,10/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,12,,B2,149 BAY 8TH STREET,,11228,2,0,2,"5,607","2,316",1920,1,B2,0,10/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,15,,B3,147 BAY 8TH STREET,,11228,2,0,2,"2,127","1,714",1920,1,B3,0,10/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,29,,B1,115 BAY 8TH STREET,,11228,2,0,2,"2,296","2,160",1940,1,B1,"1,420,000",2/1/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,37,,B1,93 BAY 8TH STREET,,11228,2,0,2,"2,296","2,160",1940,1,B1,"1,450,000",7/13/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6394,24,,B1,8725 15 AVE,,11228,2,0,2,"2,417","2,160",1940,1,B1,"1,330,000",2/28/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6395,18,,B3,141 BAY 10TH STREET,,11228,2,0,2,"1,933","1,068",1925,1,B3,"1,230,000",8/18/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6395,24,,B2,123 BAY 10TH STREET,,11228,2,0,2,"3,867","2,248",1925,1,B2,"1,350,000",8/8/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6395,41,,B1,1534 BENSON AVENUE,,11228,2,0,2,"4,023","1,404",1925,1,B1,0,10/11/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6395,45,,B1,92 BAY 11TH STREET,,11228,2,0,2,"1,863","1,920",1935,1,B1,0,9/8/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6395,58,,B9,124 BAY 11TH STREET,,11228,2,0,2,"1,958","2,125",1955,1,B9,"1,375,000",7/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6396,14,,B1,149 BAY 11 STREET,,11228,2,0,2,"1,949","2,235",1965,1,B1,"1,388,000",6/23/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6396,25,,B1,123 BAY 11TH STREET,,11228,2,0,2,"1,933","2,176",1925,1,B1,0,11/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6396,39,,B1,1554 BENSON AVENUE,,11228,2,0,2,"1,800","2,268",1930,1,B1,0,5/31/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6396,164,,B9,8738 16TH AVENUE,,11214,2,0,2,"1,993","2,160",1960,1,B9,"660,000",2/10/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6396,169,,B9,8748 16TH AVENUE,,11214,2,0,2,"1,933","2,160",1960,1,B9,10,10/24/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6397,43,,B2,1622 BENSON AVENUE,,11214,2,0,2,"2,833","2,112",1910,1,B2,"980,000",2/24/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6398,2,,S2,1645 BATH AVENUE,,11214,2,1,3,"2,083","3,000",1935,1,S2,"739,000",9/13/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6398,3,,S2,1643 BATH AVENUE,,11214,2,1,3,"4,167","4,000",1926,1,S2,"1,338,000",12/27/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6398,54,,B1,122 BAY 14TH STREET,,11214,2,0,2,"2,167","2,448",1925,1,B1,0,3/3/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6402,40,,S2,8736 18TH AVENUE,,11214,2,1,3,"1,933","3,100",1905,1,S2,"1,650,000",1/11/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6406,35,,B1,124 BAY 22ND STREET,,11214,2,0,2,"1,937","1,920",1955,1,B1,0,3/30/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6408,20,,B9,109 BAY 23RD STREET,,11214,2,0,2,"2,773","2,520",1940,1,B9,"1,380,000",6/13/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6408,111,,B3,131 BAY 23RD STREET,,11214,2,0,2,"2,016","1,420",1920,1,B3,0,7/11/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6409,10,,B1,8735 20 AVE,,11214,2,0,2,"1,933","2,125",1950,1,B1,0,2/7/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6412,19,,B2,8731 21ST AVENUE,,11214,2,0,2,"3,287","2,498",1925,1,B2,"1,500,000",5/4/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6413,58,,B3,124 BAY 29 STREET,,11214,2,0,2,"5,800","2,656",1910,1,B3,"1,250,000",2/24/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6413,58,,B3,124 BAY 29TH STREET,,11214,2,0,2,"5,800","2,656",1910,1,B3,0,10/12/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,1,,B9,1423 CROPSEY AVENUE,,11228,2,0,2,"2,167","1,765",1935,1,B9,0,11/16/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,7,,B9,1409 CROPSEY AVENUE,,11228,2,0,2,"1,885","1,765",1935,1,B9,0,3/31/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,10,,B9,1401 CROPSEY AVENUE,,11228,2,0,2,"1,907","2,012",1935,1,B9,0,4/11/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,16,,B9,8827 14TH AVENUE,,11228,2,0,2,"2,368","1,802",1935,1,B9,0,1/19/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6425,27,,B3,203 BAY 7TH STREET,,11228,2,0,2,"3,867","1,480",1935,1,B3,"1,325,000",7/13/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6426,65,,B3,8824 15TH AVENUE,,11228,2,0,2,"3,867","2,750",1920,1,B3,"1,665,000",9/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6427,29,,B3,8791 15TH AVENUE,,11228,2,0,2,"2,900","1,938",1920,1,B3,0,5/17/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6427,29,,B3,8791 15TH AVENUE,,11228,2,0,2,"2,900","1,938",1920,1,B3,"1,220,000",1/12/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6427,41,,B1,176 BAY 10TH STREET,,11228,2,0,2,"2,147","1,635",1955,1,B1,"1,250,000",4/12/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,21,,B1,207 BAY 11TH STREET,,11228,2,0,2,"1,824","1,691",1950,1,B1,"813,000",4/8/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,24,,B1,201 BAY 11TH STREET,,11228,2,0,2,"1,840","1,691",1950,1,B1,0,10/26/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6431,103,,B1,1645 CROPSEY AVENUE,,11214,2,0,2,"1,527","1,537",1930,1,B1,0,8/1/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,37,,S2,1656 BATH AVENUE,,11214,2,1,3,"1,800","3,960",1925,1,S2,0,11/2/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,37,,S2,1656 BATH AVENUE,,11214,2,1,3,"1,800","3,960",1925,1,S2,"1,050,000",10/4/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6442,31,,B9,2010 BATH AVENUE,,11214,2,0,2,709,"1,254",1925,1,B9,"865,000",6/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6443,32,,S2,2034 BATH AVENUE,,11214,2,1,3,"1,778","4,000",1925,1,S2,0,2/16/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6443,33,,S2,2038 BATH AVENUE,,11214,2,1,3,"1,753","4,000",1925,1,S2,"1,500,000",8/30/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6445,42,,B3,190 BAY 28TH STREET,,11214,2,0,2,"3,963","2,743",1915,1,B3,"1,598,888",4/6/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6446,15,,B3,197 BAY 28TH STREET,,11214,2,0,2,"3,867","2,640",1910,1,B3,0,7/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6447,15,,B1,203 BAY 29TH STREET,,11214,2,0,2,"1,933","1,976",1945,1,B1,"585,000",1/19/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6447,31,,S2,2160 BATH AVENUE,,11214,2,1,3,"1,933","2,760",1920,1,S2,0,7/18/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,52,,B3,266 BAY 10TH STREET,,11228,2,0,2,"3,840","1,860",1965,1,B3,"1,550,000",1/4/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,91,,B1,307 BAY 10TH STREET,,11228,2,0,2,"1,933","1,860",1955,1,B1,"1,258,000",5/17/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,98,,B3,293 BAY 10TH ST,,11228,2,0,2,"1,740","1,629",1955,1,B3,"1,180,000",5/10/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,133,,B3,280 BAY 11TH STREET,,11228,2,0,2,"3,867","2,455",1920,1,B3,"1,420,000",9/30/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,202,,B1,8842 16TH AVENUE,,11214,2,0,2,"2,130","2,024",1950,1,B1,"1,320,000",4/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,218,,B9,8878 16TH AVENUE,,11214,2,0,2,"1,760",992,1950,1,B9,"900,000",10/13/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,23,,B3,246 BAY 14 ST,,11214,2,0,2,"1,552","1,536",1940,1,B3,"908,000",5/9/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,31,,B1,247 BAY 14TH STREET,,11214,2,0,2,"1,746","1,890",1940,1,B1,0,10/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,91,,B1,281 BAY 14TH STREET,,11214,2,0,2,"1,795","1,152",1930,1,B1,0,11/8/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,97,,B1,267 BAY 14TH STREET,,11214,2,0,2,"1,795","1,152",1930,1,B1,"1,038,000",5/26/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,197,,B9,8889 16TH AVENUE,,11214,2,0,2,"2,358","1,240",1940,1,B9,"1,110,000",7/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,221,,B1,240 BAY 14TH STREET,,11214,2,0,2,"1,746","1,575",1940,1,B1,0,6/23/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,249,,B3,284 BAY 13TH STREET,,11214,2,0,2,"1,649",928,1945,1,B3,0,9/8/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,272,,B1,255 BAY 13 STREET,,11214,2,0,2,"1,649",928,1940,1,B1,0,7/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,11,,B9,8853 17TH AVENUE,,11214,2,0,2,"1,920","2,280",1960,1,B9,"1,325,000",1/25/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,55,,B1,8844 18TH AVENUE,,11214,2,0,2,"1,808","1,320",1950,1,B1,"1,115,000",3/1/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,64,,B1,8864 18TH AVENUE,,11214,2,0,2,"1,728","1,320",1950,1,B1,0,1/20/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,98,,B1,1307 SHORE PARKWAY,,11214,2,0,2,"1,979","1,440",1950,1,B1,0,3/12/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,117,,B1,8873 18TH AVENUE,,11214,2,0,2,"1,820","1,320",1950,1,B1,"998,000",10/19/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,53,,B3,286 BAY 20TH STREET,,11214,2,0,2,"2,200","1,645",1940,1,B3,"995,000",8/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,144,,B2,8836 19TH AVE,,11214,2,0,2,"1,933","2,406",1940,1,B2,"1,300,000",7/28/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,147,,B3,8844 19TH AVENUE,,11214,2,0,2,"2,127","1,980",1940,1,B3,0,1/5/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,61,,B1,1927 19TH LANE,,11214,2,0,2,"1,710","1,584",1940,1,B1,0,12/19/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,78,,B3,8877 19TH AVENUE,,11214,2,0,2,"2,127","1,700",1940,1,B3,"950,000",8/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6466,47,,B9,1965 20TH DRIVE,,11214,2,0,2,"1,978","1,673",1945,1,B9,"1,150,000",12/13/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,9,,B9,8898 20TH AVENUE,,11214,2,0,2,"2,160","1,993",1945,1,B9,0,7/12/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,36,,B9,1425 SHORE PARKWAY,,11214,2,0,2,"2,407","1,993",1945,1,B9,"720,000",1/17/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,47,,B9,1395 SHORE PARKWAY,,11214,2,0,2,"2,280","1,993",1945,1,B9,"1,080,000",12/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,62,,B1,1906 19TH LANE,,11214,2,0,2,"1,710","1,584",1945,1,B1,0,4/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,80,,B1,1940 19TH LANE,,11214,2,0,2,"1,710","1,584",1945,1,B1,"910,000",3/27/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,82,,B1,1944 19TH LANE,,11214,2,0,2,"1,710","1,584",1945,1,B1,"999,000",3/30/2023
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6485,79,,B9,1109 SHORE PARKWAY,,11228,2,0,2,"1,961","1,224",1960,1,B9,"949,000",5/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6485,86,,B9,1593 INDEPENDENCE AVENUE,,11228,2,0,2,"1,763",992,1960,1,B9,"700,000",12/28/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6357,23,,C0,8623 14TH AVENUE,,11228,3,0,3,"2,320","2,160",1930,1,C0,0,5/17/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6359,67,,C0,8676 15TH AVENUE,,11228,3,0,3,"2,320","2,160",1930,1,C0,"1,408,000",10/28/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6360,24,,C0,8639 15TH AVENUE,,11228,3,0,3,"2,344","2,320",1930,1,C0,0,10/27/2022
